TEMPO_VIVIE_NA_RUA;CONTATO_PARENTE_FORA_RUAS;DATA_NASCIMENTO;IDADE;SEXO;BOLSA_FAMILIA;POP_RUA;GRAU_INSTRUCAO;COR_RACA;FAIXA_RENDA_FAMILIAR_PER_CAPITA;VAL_REMUNERACAO_MES_PASSADO;CRAS;REGIONAL;FAIXA_DESATUALICACAO_CADASTRAL;MES_ANO_REFERENCIA
Entre um e dois anos;Nunca;13/06/1974 00:00;45;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;37 a 48 Meses;out/19
Ate seis meses;Todo mês;15/10/1985 00:00;34;MASCULINO;NÃO;SIM;Medio incompleto;Preta;Ate R$89,00;100;ENDERECO FORA AREA CRAS;NOROESTE;25 a 36 Meses;out/19
Entre seis meses e um ano;Todo mês;14/11/1987 00:00;31;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Entre cinco e dez anos;Quase nunca;01/04/1976 00:00;43;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;12/01/1944 00:00;75;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;30/05/1992 00:00;27;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Entre R$178,01 ate 1/2 S.M.;300;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre dois e cinco anos;Quase nunca;12/03/1965 00:00;54;MASCULINO;NÃO;SIM;Sem instrucao;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Quase nunca;05/07/1985 00:00;34;MASCULINO;NÃO;SIM;Medio completo;Parda;Acima de 1/2 S.M.;500;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Ate seis meses;Toda semana;15/11/1974 00:00;44;MASCULINO;NÃO;SIM;Sem instrucao;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Entre cinco e dez anos;Quase nunca;15/09/1973 00:00;46;MASCULINO;NÃO;SIM;Fundamental completo;Branca;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre dois e cinco anos;Nunca;09/04/1957 00:00;62;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Todo mês;26/09/1951 00:00;68;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Acima de 1/2 S.M.;0;CRAS TAQUARIL;LESTE;25 a 36 Meses;out/19
Entre dois e cinco anos;Todo dia;23/08/1980 00:00;39;MASCULINO;NÃO;SIM;Medio completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre cinco e dez anos;Nunca;06/06/1966 00:00;53;MASCULINO;NÃO;SIM;Sem instrucao;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;13 a 18 Meses;out/19
Entre dois e cinco anos;Nunca;26/03/1994 00:00;25;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre seis meses e um ano;Todo dia;09/07/1991 00:00;28;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Todo mês;26/07/1947 00:00;72;MASCULINO;NÃO;SIM;Medio completo;Branca;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre cinco e dez anos;Todo mês;19/09/1968 00:00;51;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Acima de 1/2 S.M.;130;ENDERECO FORA AREA CRAS;NOROESTE;13 a 18 Meses;out/19
Entre um e dois anos;Nunca;28/10/1988 00:00;30;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;30;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Nunca;10/10/1958 00:00;61;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Entre R$178,01 ate 1/2 S.M.;200;ENDERECO FORA AREA CRAS;NOROESTE;19 a 24 Meses;out/19
Ate seis meses;Todo mês;30/07/1987 00:00;32;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NOROESTE;acima de 48 Meses;out/19
Entre cinco e dez anos;Todo mês;09/12/1987 00:00;31;MASCULINO;NÃO;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;05/08/1982 00:00;37;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;25 a 36 Meses;out/19
Entre dois e cinco anos;Todo mês;26/05/1974 00:00;45;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Todo mês;12/10/1961 00:00;58;MASCULINO;NÃO;SIM;Sem instrucao;Preta;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Ate seis meses;Nunca;17/05/1986 00:00;33;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;30;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Mais de dez anos;Nunca;14/12/1973 00:00;45;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Entre R$89,01 ate R$178,00;100;ENDERECO FORA AREA CRAS;NOROESTE;25 a 36 Meses;out/19
Ate seis meses;Nunca;01/07/1980 00:00;39;MASCULINO;NÃO;SIM;Sem instrucao;Parda;Ate R$89,00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;25 a 36 Meses;out/19
Entre um e dois anos;Todo mês;12/10/1988 00:00;31;MASCULINO;NÃO;SIM;Medio incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Mais de dez anos;Nunca;08/04/1989 00:00;30;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre dois e cinco anos;Nunca;16/09/1965 00:00;54;MASCULINO;NÃO;SIM;Sem instrucao;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;25 a 36 Meses;out/19
Ate seis meses;Nunca;16/05/1977 00:00;42;MASCULINO;NÃO;SIM;Medio completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Nunca;29/10/1984 00:00;34;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NORDESTE;acima de 48 Meses;out/19
Entre um e dois anos;Nunca;29/06/1971 00:00;48;MASCULINO;NÃO;SIM;Medio completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Toda semana;18/03/1990 00:00;29;MASCULINO;NÃO;SIM;Medio completo;Branca;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Ate seis meses;Quase nunca;04/04/1981 00:00;38;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;37 a 48 Meses;out/19
Entre dois e cinco anos;Nunca;13/12/1969 00:00;49;MASCULINO;NÃO;SIM;Medio completo;Preta;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Todo mês;05/12/1980 00:00;38;MASCULINO;NÃO;SIM;Medio completo;Parda;Entre R$178,01 ate 1/2 S.M.;191;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;30/10/1980 00:00;38;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre seis meses e um ano;Todo mês;07/03/1993 00:00;26;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;37 a 48 Meses;out/19
Entre um e dois anos;Quase nunca;03/09/1969 00:00;50;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Acima de 1/2 S.M.;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;out/19
Entre seis meses e um ano;Quase nunca;15/11/1948 00:00;70;MASCULINO;NÃO;SIM;Fundamental incompleto;Branca;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre cinco e dez anos;Nunca;27/07/1959 00:00;60;MASCULINO;NÃO;SIM;Fundamental incompleto;Branca;Ate R$89,00;30;CRAS VILA SENHOR DOS PASSOS;NOROESTE;25 a 36 Meses;out/19
Entre um e dois anos;Todo mês;01/05/1953 00:00;66;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre um e dois anos;Nunca;20/07/1981 00:00;38;MASCULINO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;110;ENDERECO FORA AREA CRAS;CENTRO-SUL;37 a 48 Meses;out/19
Entre um e dois anos;Nunca;17/08/1977 00:00;42;MASCULINO;NÃO;SIM;Medio incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre dois e cinco anos;Todo ano;11/06/1953 00:00;66;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Quase nunca;16/12/1980 00:00;38;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre cinco e dez anos;Nunca;19/08/1972 00:00;47;MASCULINO;NÃO;SIM;Medio incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Nunca;24/08/1962 00:00;57;MASCULINO;NÃO;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre cinco e dez anos;Quase nunca;01/02/1974 00:00;45;MASCULINO;NÃO;SIM;Fundamental completo;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;out/19
Entre dois e cinco anos;Nunca;29/04/1983 00:00;36;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Ate seis meses;Nunca;07/02/1981 00:00;38;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;70;ENDERECO FORA AREA CRAS;CENTRO-SUL;37 a 48 Meses;out/19
Entre seis meses e um ano;Todo mês;22/09/1967 00:00;52;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;out/19
Entre cinco e dez anos;Todo mês;30/09/1966 00:00;53;MASCULINO;NÃO;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Nunca;11/04/1989 00:00;30;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;140;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Mais de dez anos;Quase nunca;18/12/1990 00:00;28;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Acima de 1/2 S.M.;500;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;out/19
Entre cinco e dez anos;Nunca;03/02/1960 00:00;59;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre dois e cinco anos;Toda semana;24/04/1980 00:00;39;MASCULINO;NÃO;SIM;Medio completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;out/19
Entre um e dois anos;Nunca;13/05/1988 00:00;31;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;PAMPULHA;ate 12 Meses;out/19
Mais de dez anos;Nunca;19/01/1970 00:00;49;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Acima de 1/2 S.M.;0;ENDERECO NÃO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;13 a 18 Meses;out/19
Mais de dez anos;Nunca;27/12/1983 00:00;35;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;BARREIRO;13 a 18 Meses;out/19
Mais de dez anos;Nunca;21/01/1969 00:00;50;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;80;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre dois e cinco anos;Toda semana;26/06/1988 00:00;31;MASCULINO;NÃO;SIM;Medio completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;37 a 48 Meses;out/19
Mais de dez anos;Nunca;25/03/1972 00:00;47;MASCULINO;NÃO;SIM;Sem instrucao;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Mais de dez anos;Nunca;24/05/1969 00:00;50;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Nunca;26/07/1971 00:00;48;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;80;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Ate seis meses;Nunca;25/03/1985 00:00;34;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Entre dois e cinco anos;Nunca;21/05/1964 00:00;55;MASCULINO;NÃO;SIM;Superior incompleto ou mais;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Ate seis meses;Quase nunca;18/11/1969 00:00;49;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Entre seis meses e um ano;Quase nunca;10/11/1971 00:00;47;MASCULINO;NÃO;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;25 a 36 Meses;out/19
Ate seis meses;Toda semana;30/10/1971 00:00;47;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Acima de 1/2 S.M.;0;CRAS ARTHUR DE SA - UNIAO;NORDESTE;ate 12 Meses;out/19
Entre cinco e dez anos;Quase nunca;31/01/1951 00:00;68;MASCULINO;NÃO;SIM;Superior incompleto ou mais;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre seis meses e um ano;Todo ano;26/05/1991 00:00;28;MASCULINO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;acima de 48 Meses;out/19
Ate seis meses;Todo ano;15/11/1972 00:00;46;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO NÃO GEORREFERENCIADO;ENDERECO NAO GEORREFERENCIADO;25 a 36 Meses;out/19
Ate seis meses;Nunca;13/09/1992 00:00;27;MASCULINO;NÃO;SIM;Medio completo;Branca;Ate R$89,00;200;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Nunca;16/03/1993 00:00;26;MASCULINO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre um e dois anos;Nunca;06/05/1981 00:00;38;MASCULINO;NÃO;SIM;Sem instrucao;Parda;Ate R$89,00;2;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Quase nunca;19/08/1950 00:00;69;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;BARREIRO;ate 12 Meses;out/19
Ate seis meses;Quase nunca;10/05/1975 00:00;44;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS PROVIDENCIA;NORTE;25 a 36 Meses;out/19
Ate seis meses;Quase nunca;14/11/1961 00:00;57;MASCULINO;NÃO;SIM;Medio completo;Branca;Entre R$178,01 ate 1/2 S.M.;1000;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre seis meses e um ano;Todo mês;27/07/1990 00:00;29;MASCULINO;NÃO;SIM;Fundamental completo;Preta;Ate R$89,00;69;ENDERECO FORA AREA CRAS;CENTRO-SUL;acima de 48 Meses;out/19
Entre seis meses e um ano;Todo mês;05/04/1970 00:00;49;MASCULINO;NÃO;SIM;Fundamental incompleto;Branca;Acima de 1/2 S.M.;800;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;out/19
Ate seis meses;Nunca;08/12/1980 00:00;38;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;200;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre seis meses e um ano;Nunca;04/10/1997 00:00;22;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NOROESTE;25 a 36 Meses;out/19
Entre dois e cinco anos;Quase nunca;14/10/1972 00:00;47;MASCULINO;NÃO;SIM;Fundamental completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Mais de dez anos;Todo ano;22/10/1968 00:00;50;MASCULINO;NÃO;SIM;Fundamental incompleto;Branca;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Quase nunca;29/07/1974 00:00;45;MASCULINO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre seis meses e um ano;Todo mês;03/04/1986 00:00;33;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre cinco e dez anos;Nunca;28/04/1968 00:00;51;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Toda semana;19/04/1960 00:00;59;MASCULINO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;250;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre seis meses e um ano;Nunca;07/11/1967 00:00;51;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Ate seis meses;Nunca;25/12/1965 00:00;53;MASCULINO;NÃO;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;25 a 36 Meses;out/19
Ate seis meses;Toda semana;26/04/1999 00:00;20;MASCULINO;NÃO;SIM;Medio incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre cinco e dez anos;Nunca;09/06/1983 00:00;36;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;37 a 48 Meses;out/19
Ate seis meses;Todo mês;20/03/1982 00:00;37;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;BARREIRO;25 a 36 Meses;out/19
Entre um e dois anos;Toda semana;08/09/1975 00:00;44;MASCULINO;NÃO;SIM;Fundamental completo;Preta;Ate R$89,00;20;ENDERECO FORA AREA CRAS;VENDA NOVA;25 a 36 Meses;out/19
Entre dois e cinco anos;Nunca;12/12/1972 00:00;46;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;CRAS VILA COQUEIRAL;NOROESTE;19 a 24 Meses;out/19
Entre dois e cinco anos;Nunca;22/01/1976 00:00;43;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Entre R$178,01 ate 1/2 S.M.;200;ENDERECO FORA AREA CRAS;VENDA NOVA;37 a 48 Meses;out/19
Entre dois e cinco anos;Todo mês;18/11/1996 00:00;22;MASCULINO;NÃO;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Mais de dez anos;Quase nunca;22/11/1973 00:00;45;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;70;ENDERECO FORA AREA CRAS;NOROESTE;25 a 36 Meses;out/19
Entre seis meses e um ano;Todo mês;05/10/1987 00:00;32;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Entre R$178,01 ate 1/2 S.M.;937;ENDERECO FORA AREA CRAS;NOROESTE;25 a 36 Meses;out/19
Entre dois e cinco anos;Nunca;31/12/1969 00:00;49;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Entre R$89,01 ate R$178,00;300;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre um e dois anos;Quase nunca;21/06/1980 00:00;39;MASCULINO;NÃO;SIM;Superior incompleto ou mais;Parda;Ate R$89,00;60;ENDERECO FORA AREA CRAS;CENTRO-SUL;acima de 48 Meses;out/19
Entre cinco e dez anos;Todo mês;19/11/1960 00:00;58;MASCULINO;NÃO;SIM;Sem instrucao;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Mais de dez anos;Todo dia;04/10/1943 00:00;76;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;VENDA NOVA;ate 12 Meses;out/19
Entre seis meses e um ano;Nunca;24/10/1978 00:00;40;MASCULINO;NÃO;SIM;Medio completo;Parda;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre dois e cinco anos;Quase nunca;23/04/1963 00:00;56;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;37 a 48 Meses;out/19
Ate seis meses;Nunca;06/09/1956 00:00;63;MASCULINO;NÃO;SIM;Medio completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre seis meses e um ano;Todo mês;27/02/1990 00:00;29;MASCULINO;NÃO;SIM;Medio completo;Parda;Acima de 1/2 S.M.;700;CRAS TAQUARIL;LESTE;ate 12 Meses;out/19
Entre um e dois anos;Quase nunca;12/10/1951 00:00;68;MASCULINO;NÃO;SIM;Sem instrucao;Preta;Acima de 1/2 S.M.;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
Entre cinco e dez anos;Todo mês;15/09/1984 00:00;35;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;acima de 48 Meses;out/19
Ate seis meses;Todo mês;08/02/1957 00:00;62;MASCULINO;NÃO;SIM;Sem instrucao;Parda;Entre R$178,01 ate 1/2 S.M.;500;CRAS GRANJA DE FREITAS;LESTE;ate 12 Meses;out/19
Entre cinco e dez anos;Nunca;13/02/1957 00:00;62;MASCULINO;NÃO;SIM;Sem instrucao;Parda;Acima de 1/2 S.M.;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;out/19
Mais de dez anos;Quase nunca;04/07/1986 00:00;33;MASCULINO;NÃO;SIM;Sem instrucao;Parda;Ate R$89,00;40;ENDERECO FORA AREA CRAS;CENTRO-SUL;37 a 48 Meses;out/19
Mais de dez anos;Nunca;26/05/1979 00:00;40;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre dois e cinco anos;Todo mês;09/12/1951 00:00;67;MASCULINO;NÃO;SIM;Fundamental completo;Parda;Acima de 1/2 S.M.;0;CRAS PROVIDENCIA;NORTE;ate 12 Meses;out/19
Entre seis meses e um ano;Nunca;28/07/1983 00:00;36;MASCULINO;NÃO;SIM;Fundamental incompleto;Branca;Acima de 1/2 S.M.;600;CRAS ZILAH SPOSITO;NORTE;19 a 24 Meses;out/19
Entre cinco e dez anos;Quase nunca;19/10/1982 00:00;36;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;EndereÃ§o Fora de Ãrea CRAS;LESTE;ate 12 Meses;out/19
Entre dois e cinco anos;Nunca;11/09/1994 00:00;25;MASCULINO;NÃO;SIM;Fundamental completo;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Ate seis meses;Todo mês;16/05/1991 00:00;28;MASCULINO;NÃO;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NOROESTE;25 a 36 Meses;out/19
Entre seis meses e um ano;Todo mês;29/09/1985 00:00;34;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;37 a 48 Meses;out/19
Entre dois e cinco anos;Quase nunca;26/05/1967 00:00;52;MASCULINO;NÃO;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;out/19
Entre um e dois anos;Nunca;15/10/1997 00:00;22;MASCULINO;NÃO;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
